"Student_ID","DBMS_Present","DBMS_Absent","DM_Present","DM_Absent","EAD_Present","EAD_Absent","EEA_Present","EEA_Absent","ES_Present","ES_Absent","PQT_Present","PQT_Absent","Attended_Classes","Absentee_Count","Risk_Label"
"5790","38","12","31","19","30","20","37","13","28","22","25","25","189","111","1"
"5791","36","14","30","20","24","26","32","18","32","18","24","26","178","122","1"
"5792","40","10","32","18","25","25","32","18","32","18","24","26","185","115","1"
"5793","40","10","34","16","28","22","36","14","30","20","27","23","195","105","1"
"5794","34","16","36","14","29","21","38","12","28","22","24","26","189","111","1"
"5795","38","12","36","14","30","20","34","16","30","20","27","23","195","105","1"
"5796","39","11","30","20","26","24","34","16","28","22","26","24","183","117","1"
"5797","39","11","30","20","26","24","36","14","28","22","22","28","181","119","1"
"5798","35","15","33","17","26","24","36","14","29","21","22","28","181","119","1"
"5799","38","12","34","16","28","22","34","16","27","23","21","29","182","118","1"
"5800","38","12","34","16","25","25","36","14","30","20","24","26","187","113","1"
"5801","34","16","30","20","24","26","33","17","30","20","22","28","173","127","1"
"5802","39","11","31","19","30","20","32","18","32","18","26","24","190","110","1"
"5803","38","12","36","14","25","25","35","15","28","22","22","28","184","116","1"
"5804","38","12","35","15","25","25","32","18","28","22","24","26","182","118","1"
"5805","36","14","32","18","27","23","34","16","30","20","26","24","185","115","1"
"5806","36","14","36","14","28","22","34","16","33","17","26","24","193","107","1"
"5807","38","12","30","20","30","20","38","12","30","20","22","28","188","112","1"
"5808","38","12","36","14","28","22","32","18","27","23","25","25","186","114","1"
"5809","39","11","36","14","26","24","34","16","30","20","25","25","190","110","1"
"5810","36","14","32","18","25","25","38","12","30","20","25","25","186","114","1"
"5811","40","10","32","18","30","20","38","12","28","22","26","24","194","106","1"
"5812","34","16","32","18","24","26","32","18","28","22","22","28","172","128","1"
"5813","39","11","34","16","28","22","38","12","27","23","27","23","193","107","1"
"5814","39","11","32","18","28","22","35","15","29","21","26","24","189","111","1"
"5815","36","14","32","18","26","24","34","16","28","22","24","26","180","120","1"
"5816","36","14","30","20","25","25","36","14","28","22","21","29","176","124","1"
"5817","36","14","31","19","28","22","38","12","33","17","22","28","188","112","1"
"5818","40","10","36","14","28","22","36","14","32","18","21","29","193","107","1"
"5819","34","16","30","20","30","20","36","14","28","22","22","28","180","120","1"
"5820","34","16","32","18","26","24","38","12","31","19","24","26","185","115","1"
"5821","38","12","36","14","29","21","32","18","31","19","26","24","192","108","1"
"5822","36","14","32","18","25","25","34","16","32","18","22","28","181","119","1"
"5823","36","14","36","14","27","23","38","12","30","20","24","26","191","109","1"
"5824","34","16","30","20","24","26","38","12","32","18","26","24","184","116","1"
"5825","34","16","32","18","30","20","34","16","32","18","21","29","183","117","1"
"5826","36","14","34","16","30","20","32","18","32","18","22","28","186","114","1"
"5827","40","10","36","14","29","21","34","16","30","20","22","28","191","109","1"
"5828","38","12","32","18","26","24","38","12","27","23","22","28","183","117","1"
"5829","38","12","36","14","26","24","33","17","28","22","24","26","185","115","1"
"5830","37","13","32","18","28","22","33","17","32","18","22","28","184","116","1"
"5831","39","11","34","16","30","20","32","18","30","20","24","26","189","111","1"
"5832","35","15","32","18","25","25","38","12","27","23","24","26","181","119","1"
"5833","37","13","36","14","28","22","34","16","30","20","22","28","187","113","1"
"5834","35","15","34","16","24","26","32","18","28","22","26","24","179","121","1"
"5835","35","15","30","20","27","23","37","13","30","20","22","28","181","119","1"
"5836","36","14","33","17","28","22","36","14","30","20","23","27","186","114","1"
"5837","34","16","32","18","26","24","38","12","28","22","26","24","184","116","1"
"5838","38","12","34","16","30","20","37","13","29","21","23","27","191","109","1"
"5839","40","10","32","18","25","25","32","18","30","20","22","28","181","119","1"
"5840","35","15","36","14","28","22","32","18","30","20","26","24","187","113","1"
"5841","39","11","35","15","29","21","32","18","30","20","22","28","187","113","1"
"5842","38","12","32","18","24","26","36","14","28","22","26","24","184","116","1"
"5843","40","10","34","16","26","24","34","16","28","22","27","23","189","111","1"
"5844","37","13","30","20","25","25","36","14","30","20","24","26","182","118","1"
"5845","40","10","31","19","28","22","37","13","32","18","26","24","194","106","1"
"5846","34","16","30","20","25","25","38","12","30","20","24","26","181","119","1"
"5847","38","12","32","18","26","24","35","15","30","20","26","24","187","113","1"
"5848","39","11","32","18","27","23","32","18","32","18","23","27","185","115","1"
"5849","38","12","35","15","28","22","37","13","30","20","23","27","191","109","1"
"5850","38","12","34","16","28","22","36","14","32","18","27","23","195","105","1"
"5851","38","12","32","18","29","21","34","16","32","18","26","24","191","109","1"
"5852","34","16","32","18","26","24","34","16","31","19","26","24","183","117","1"
"5853","34","16","32","18","30","20","35","15","28","22","22","28","181","119","1"
"5854","38","12","30","20","26","24","32","18","33","17","21","29","180","120","1"
"5855","34","16","35","15","26","24","38","12","27","23","22","28","182","118","1"
"5856","34","16","36","14","30","20","32","18","29","21","26","24","187","113","1"
"5857","36","14","31","19","28","22","32","18","32","18","22","28","181","119","1"
"5858","37","13","34","16","25","25","37","13","30","20","26","24","189","111","1"
"5859","39","11","32","18","24","26","36","14","32","18","26","24","189","111","1"
"5860","38","12","34","16","24","26","36","14","28","22","27","23","187","113","1"
"5861","36","14","32","18","28","22","36","14","28","22","27","23","187","113","1"
"5862","36","14","35","15","28","22","38","12","33","17","27","23","197","103","1"
"5863","39","11","34","16","30","20","38","12","30","20","22","28","193","107","1"
"5864","38","12","36","14","30","20","37","13","28","22","24","26","193","107","1"
"5865","38","12","33","17","24","26","34","16","32","18","26","24","187","113","1"
"5866","37","13","34","16","28","22","34","16","33","17","26","24","192","108","1"
"5867","35","15","32","18","28","22","36","14","29","21","21","29","181","119","1"
"5868","36","14","30","20","28","22","32","18","30","20","22","28","178","122","1"
"5869","34","16","34","16","28","22","36","14","30","20","23","27","185","115","1"
"5870","38","12","31","19","25","25","36","14","27","23","24","26","181","119","1"
"5871","38","12","32","18","28","22","36","14","30","20","26","24","190","110","1"
"5872","36","14","34","16","28","22","38","12","32","18","26","24","194","106","1"
"5873","36","14","33","17","28","22","38","12","32","18","26","24","193","107","1"
"5874","40","10","34","16","30","20","34","16","28","22","22","28","188","112","1"
"5875","36","14","35","15","26","24","38","12","32","18","24","26","191","109","1"
"5876","34","16","32","18","25","25","36","14","28","22","23","27","178","122","1"
"5877","34","16","35","15","26","24","32","18","30","20","23","27","180","120","1"
"5878","35","15","30","20","25","25","34","16","32","18","24","26","180","120","1"
"5879","36","14","32","18","26","24","36","14","30","20","23","27","183","117","1"
"5880","36","14","34","16","24","26","38","12","30","20","26","24","188","112","1"
"5881","34","16","34","16","26","24","38","12","30","20","27","23","189","111","1"
"5882","34","16","32","18","26","24","35","15","28","22","25","25","180","120","1"
"5883","36","14","35","15","30","20","32","18","29","21","22","28","184","116","1"
"5884","34","16","34","16","30","20","37","13","30","20","22","28","187","113","1"
"5885","34","16","35","15","30","20","36","14","28","22","27","23","190","110","1"
"5886","36","14","30","20","26","24","36","14","28","22","26","24","182","118","1"
"5887","34","16","36","14","27","23","34","16","30","20","27","23","188","112","1"
"5888","36","14","35","15","26","24","38","12","30","20","24","26","189","111","1"
"5889","36","14","32","18","27","23","35","15","30","20","22","28","182","118","1"
"5890","39","11","31","19","28","22","34","16","28","22","24","26","184","116","1"
"5891","34","16","32","18","26","24","33","17","30","20","22","28","177","123","1"
"5892","36","14","30","20","26","24","32","18","32","18","26","24","182","118","1"
"5893","34","16","32","18","30","20","34","16","33","17","23","27","186","114","1"
"5894","38","12","35","15","28","22","36","14","30","20","21","29","188","112","1"
"5895","38","12","34","16","26","24","36","14","28","22","25","25","187","113","1"
"5896","38","12","34","16","29","21","34","16","32","18","22","28","189","111","1"
"5897","37","13","30","20","30","20","36","14","28","22","22","28","183","117","1"
"5898","36","14","32","18","25","25","36","14","32","18","22","28","183","117","1"
"5899","34","16","30","20","30","20","35","15","32","18","23","27","184","116","1"
"5900","39","11","32","18","26","24","37","13","28","22","26","24","188","112","1"
"5901","38","12","32","18","28","22","36","14","33","17","21","29","188","112","1"
"5902","36","14","34","16","28","22","36","14","30","20","24","26","188","112","1"
"5903","36","14","31","19","28","22","34","16","29","21","26","24","184","116","1"
"5904","34","16","33","17","26","24","36","14","32","18","21","29","182","118","1"
"5905","39","11","30","20","28","22","33","17","28","22","26","24","184","116","1"
"5906","36","14","36","14","25","25","38","12","31","19","24","26","190","110","1"
"5907","34","16","34","16","30","20","35","15","30","20","25","25","188","112","1"
"5908","40","10","32","18","28","22","34","16","27","23","22","28","183","117","1"
"5909","34","16","36","14","30","20","38","12","30","20","26","24","194","106","1"
"5910","34","16","31","19","29","21","36","14","29","21","27","23","186","114","1"
"5911","35","15","32","18","28","22","37","13","32","18","22","28","186","114","1"
"5912","35","15","32","18","26","24","33","17","31","19","23","27","180","120","1"
"5913","39","11","31","19","30","20","34","16","28","22","23","27","185","115","1"
"5914","36","14","31","19","30","20","32","18","30","20","24","26","183","117","1"
"5915","36","14","33","17","26","24","34","16","30","20","21","29","180","120","1"
"5916","40","10","36","14","30","20","38","12","30","20","23","27","197","103","1"
"5917","34","16","36","14","26","24","32","18","27","23","22","28","177","123","1"
"5918","38","12","32","18","30","20","34","16","32","18","25","25","191","109","1"
"5919","38","12","32","18","27","23","36","14","30","20","22","28","185","115","1"
"5920","34","16","33","17","28","22","36","14","30","20","22","28","183","117","1"
"5921","36","14","33","17","28","22","34","16","28","22","24","26","183","117","1"
"5922","37","13","35","15","24","26","37","13","32","18","25","25","190","110","1"
"5923","36","14","30","20","27","23","35","15","32","18","24","26","184","116","1"
"5924","34","16","35","15","26","24","34","16","29","21","21","29","179","121","1"
"5925","34","16","36","14","28","22","35","15","28","22","24","26","185","115","1"
"5926","35","15","36","14","24","26","36","14","33","17","22","28","186","114","1"
"5927","39","11","30","20","24","26","36","14","27","23","22","28","178","122","1"
"5928","36","14","32","18","30","20","32","18","30","20","26","24","186","114","1"
"5929","36","14","35","15","26","24","37","13","29","21","23","27","186","114","1"
"5930","38","12","34","16","27","23","35","15","28","22","22","28","184","116","1"
"5931","35","15","30","20","26","24","34","16","32","18","22","28","179","121","1"
"5932","36","14","34","16","27","23","34","16","33","17","26","24","190","110","1"
"5933","36","14","32","18","26","24","32","18","33","17","22","28","181","119","1"
"5934","34","16","32","18","26","24","32","18","27","23","27","23","178","122","1"
"5935","36","14","32","18","25","25","34","16","32","18","22","28","181","119","1"
"5936","38","12","32","18","26","24","36","14","33","17","24","26","189","111","1"
"5937","36","14","32","18","26","24","36","14","31","19","26","24","187","113","1"
"5938","37","13","31","19","29","21","34","16","32","18","23","27","186","114","1"
"5939","36","14","34","16","28","22","34","16","31","19","22","28","185","115","1"
"5940","34","16","32","18","28","22","34","16","28","22","26","24","182","118","1"
"5941","35","15","30","20","30","20","36","14","27","23","22","28","180","120","1"
"5942","38","12","32","18","28","22","35","15","30","20","24","26","187","113","1"
"5943","34","16","36","14","29","21","33","17","32","18","24","26","188","112","1"
"5944","38","12","36","14","30","20","33","17","32","18","25","25","194","106","1"
"5945","36","14","30","20","28","22","33","17","28","22","26","24","181","119","1"
"5946","38","12","32","18","30","20","37","13","29","21","26","24","192","108","1"
"5947","38","12","35","15","26","24","36","14","28","22","26","24","189","111","1"
"5948","34","16","34","16","30","20","34","16","28","22","22","28","182","118","1"
"5949","38","12","34","16","30","20","38","12","32","18","26","24","198","102","1"
"5950","38","12","34","16","27","23","37","13","27","23","24","26","187","113","1"
"5951","38","12","35","15","30","20","38","12","33","17","22","28","196","104","1"
"5952","38","12","36","14","25","25","32","18","30","20","22","28","183","117","1"
"5953","38","12","36","14","28","22","36","14","31","19","22","28","191","109","1"
"5954","38","12","36","14","25","25","34","16","28","22","21","29","182","118","1"
"5955","40","10","33","17","28","22","34","16","32","18","24","26","191","109","1"
"5956","40","10","35","15","27","23","32","18","33","17","24","26","191","109","1"
"5957","35","15","32","18","25","25","36","14","30","20","26","24","184","116","1"
"5958","36","14","32","18","30","20","34","16","28","22","26","24","186","114","1"
"5959","34","16","30","20","30","20","34","16","29","21","24","26","181","119","1"
"5960","39","11","32","18","26","24","34","16","27","23","24","26","182","118","1"
"5961","39","11","32","18","28","22","32","18","29","21","26","24","186","114","1"
"5962","37","13","34","16","24","26","34","16","30","20","22","28","181","119","1"
"5963","38","12","34","16","30","20","38","12","28","22","26","24","194","106","1"
"5964","36","14","34","16","29","21","32","18","28","22","26","24","185","115","1"
"5965","40","10","32","18","25","25","34","16","32","18","22","28","185","115","1"
"5966","37","13","32","18","24","26","38","12","27","23","24","26","182","118","1"
"5967","34","16","30","20","28","22","32","18","27","23","22","28","173","127","1"
"5968","36","14","34","16","24","26","35","15","32","18","26","24","187","113","1"
"5969","37","13","36","14","29","21","36","14","30","20","26","24","194","106","1"
"5970","36","14","32","18","30","20","38","12","28","22","21","29","185","115","1"
"5971","37","13","32","18","26","24","32","18","32","18","22","28","181","119","1"
"5972","34","16","30","20","29","21","35","15","32","18","23","27","183","117","1"
"5973","38","12","36","14","30","20","34","16","33","17","24","26","195","105","1"
"5974","40","10","34","16","24","26","32","18","29","21","26","24","185","115","1"
"5975","38","12","36","14","30","20","34","16","28","22","25","25","191","109","1"
"5976","38","12","34","16","28","22","32","18","32","18","26","24","190","110","1"
"5977","37","13","35","15","28","22","34","16","29","21","23","27","186","114","1"
"5978","39","11","32","18","25","25","36","14","28","22","22","28","182","118","1"
"5979","40","10","36","14","28","22","32","18","28","22","26","24","190","110","1"
"5980","36","14","34","16","24","26","38","12","31","19","26","24","189","111","1"
"5981","34","16","36","14","28","22","36","14","33","17","22","28","189","111","1"
"5982","38","12","36","14","30","20","36","14","30","20","26","24","196","104","1"
"5983","36","14","32","18","28","22","34","16","28","22","26","24","184","116","1"
"5984","34","16","34","16","26","24","36","14","30","20","22","28","182","118","1"
"5985","38","12","31","19","26","24","36","14","32","18","23","27","186","114","1"
"5986","39","11","32","18","29","21","37","13","32","18","24","26","193","107","1"
"5987","36","14","30","20","24","26","34","16","32","18","24","26","180","120","1"
"5988","35","15","35","15","28","22","36","14","28","22","26","24","188","112","1"
"5989","34","16","34","16","28","22","34","16","31","19","24","26","185","115","1"
"5990","35","15","36","14","28","22","38","12","28","22","23","27","188","112","1"
"5991","38","12","32","18","27","23","34","16","33","17","23","27","187","113","1"
"5992","34","16","35","15","25","25","36","14","32","18","22","28","184","116","1"
"5993","36","14","32","18","27","23","32","18","28","22","24","26","179","121","1"
"5994","34","16","30","20","29","21","38","12","30","20","22","28","183","117","1"
"5995","38","12","32","18","24","26","34","16","28","22","24","26","180","120","1"
"5996","34","16","34","16","24","26","32","18","32","18","26","24","182","118","1"
"5997","36","14","34","16","26","24","36","14","30","20","21","29","183","117","1"
"5998","36","14","35","15","28","22","32","18","30","20","25","25","186","114","1"
"5999","37","13","36","14","30","20","36","14","32","18","23","27","194","106","1"
"6000","39","11","33","17","26","24","36","14","33","17","27","23","194","106","1"
"6001","42","8","38","12","36","14","44","6","40","10","34","16","234","66","1"
"6002","44","6","42","8","41","9","45","5","40","10","36","14","248","52","1"
"6003","44","6","39","11","38","12","44","6","42","8","33","17","240","60","1"
"6004","41","9","38","12","38","12","44","6","42","8","37","13","240","60","1"
"6005","46","4","42","8","36","14","43","7","39","11","34","16","240","60","1"
"6006","46","4","43","7","38","12","42","8","40","10","35","15","244","56","1"
"6007","45","5","38","12","38","12","44","6","42","8","34","16","241","59","1"
"6008","43","7","42","8","41","9","43","7","41","9","34","16","244","56","1"
"6009","44","6","43","7","35","15","45","5","40","10","33","17","240","60","1"
"6010","41","9","40","10","36","14","41","9","38","12","34","16","230","70","1"
"6011","44","6","41","9","39","11","42","8","38","12","35","15","239","61","1"
"6012","43","7","41","9","36","14","44","6","41","9","38","12","243","57","1"
"6013","45","5","38","12","36","14","40","10","38","12","38","12","235","65","1"
"6014","45","5","41","9","40","10","43","7","38","12","36","14","243","57","1"
"6015","44","6","44","6","38","12","44","6","42","8","39","11","251","49","0"
"6016","43","7","40","10","40","10","42","8","40","10","34","16","239","61","1"
"6017","44","6","39","11","38","12","46","4","40","10","34","16","241","59","1"
"6018","42","8","44","6","36","14","42","8","41","9","34","16","239","61","1"
"6019","46","4","40","10","35","15","41","9","39","11","34","16","235","65","1"
"6020","47","3","43","7","40","10","44","6","38","12","36","14","248","52","1"
"6021","46","4","40","10","40","10","43","7","41","9","37","13","247","53","1"
"6022","45","5","38","12","38","12","44","6","38","12","38","12","241","59","0"
"6023","43","7","43","7","40","10","44","6","39","11","34","16","243","57","1"
"6024","47","3","39","11","36","14","41","9","36","14","37","13","236","64","1"
"6025","46","4","44","6","38","12","42","8","38","12","36","14","244","56","1"
"6026","44","6","44","6","41","9","45","5","38","12","38","12","250","50","0"
"6027","42","8","40","10","35","15","46","4","40","10","34","16","237","63","1"
"6028","46","4","38","12","41","9","42","8","40","10","38","12","245","55","0"
"6029","46","4","40","10","37","13","46","4","38","12","33","17","240","60","1"
"6030","42","8","44","6","36","14","42","8","42","8","38","12","244","56","1"
"6031","42","8","44","6","38","12","44","6","40","10","33","17","241","59","1"
"6032","43","7","41","9","38","12","46","4","38","12","37","13","243","57","1"
"6033","43","7","42","8","36","14","42","8","40","10","36","14","239","61","1"
"6034","46","4","40","10","40","10","46","4","37","13","39","11","248","52","1"
"6035","44","6","43","7","36","14","46","4","38","12","38","12","245","55","1"
"6036","44","6","41","9","38","12","46","4","42","8","36","14","247","53","1"
"6037","45","5","44","6","36","14","42","8","40","10","38","12","245","55","1"
"6038","44","6","38","12","39","11","46","4","38","12","38","12","243","57","0"
"6039","44","6","41","9","36","14","45","5","39","11","35","15","240","60","1"
"6040","46","4","44","6","40","10","46","4","38","12","38","12","252","48","0"
"6041","41","9","42","8","36","14","46","4","42","8","34","16","241","59","1"
"6042","42","8","41","9","36","14","46","4","42","8","34","16","241","59","1"
"6043","44","6","41","9","41","9","42","8","38","12","39","11","245","55","0"
"6044","42","8","42","8","35","15","42","8","40","10","34","16","235","65","1"
"6045","41","9","39","11","41","9","42","8","37","13","36","14","236","64","1"
"6046","46","4","44","6","38","12","43","7","38","12","34","16","243","57","1"
"6047","41","9","43","7","39","11","46","4","38","12","35","15","242","58","1"
"6048","44","6","39","11","36","14","46","4","38","12","36","14","239","61","1"
"6049","46","4","44","6","40","10","46","4","42","8","34","16","252","48","1"
"6050","47","3","40","10","36","14","41","9","37","13","36","14","237","63","1"
"6051","42","8","40","10","38","12","46","4","37","13","34","16","237","63","1"
"6052","44","6","40","10","38","12","40","10","37","13","36","14","235","65","1"
"6053","43","7","40","10","40","10","44","6","42","8","36","14","245","55","1"
"6054","42","8","42","8","35","15","44","6","42","8","34","16","239","61","1"
"6055","43","7","38","12","38","12","42","8","37","13","36","14","234","66","1"
"6056","45","5","39","11","37","13","42","8","37","13","34","16","234","66","1"
"6057","46","4","41","9","36","14","46","4","40","10","36","14","245","55","1"
"6058","42","8","41","9","36","14","43","7","42","8","38","12","242","58","1"
"6059","46","4","42","8","40","10","44","6","40","10","36","14","248","52","1"
"6060","46","4","40","10","36","14","43","7","40","10","33","17","238","62","1"
"6061","42","8","39","11","35","15","46","4","38","12","37","13","237","63","1"
"6062","47","3","42","8","36","14","45","5","40","10","34","16","244","56","1"
"6063","46","4","40","10","39","11","42","8","42","8","33","17","242","58","1"
"6064","45","5","38","12","36","14","46","4","37","13","35","15","237","63","1"
"6065","45","5","44","6","40","10","44","6","38","12","37","13","248","52","1"
"6066","43","7","39","11","38","12","43","7","42","8","34","16","239","61","1"
"6067","44","6","38","12","36","14","42","8","38","12","33","17","231","69","1"
"6068","44","6","38","12","38","12","42","8","38","12","36","14","236","64","1"
"6069","47","3","40","10","41","9","46","4","38","12","37","13","249","51","1"
"6070","44","6","42","8","40","10","43","7","42","8","38","12","249","51","0"
"6071","47","3","41","9","38","12","42","8","38","12","34","16","240","60","1"
"6072","44","6","40","10","41","9","42","8","38","12","34","16","239","61","1"
"6073","42","8","42","8","38","12","41","9","42","8","36","14","241","59","1"
"6074","46","4","44","6","36","14","46","4","40","10","36","14","248","52","1"
"6075","43","7","40","10","40","10","44","6","40","10","38","12","245","55","0"
"6076","45","5","38","12","36","14","42","8","40","10","36","14","237","63","1"
"6077","44","6","40","10","40","10","41","9","42","8","36","14","243","57","1"
"6078","42","8","38","12","37","13","46","4","42","8","33","17","238","62","1"
"6079","43","7","39","11","39","11","44","6","37","13","34","16","236","64","1"
"6080","42","8","40","10","36","14","44","6","36","14","36","14","234","66","1"
"6081","42","8","40","10","36","14","42","8","39","11","39","11","238","62","1"
"6082","44","6","43","7","41","9","46","4","38","12","38","12","250","50","0"
"6083","44","6","41","9","40","10","42","8","38","12","39","11","244","56","0"
"6084","44","6","38","12","38","12","46","4","37","13","34","16","237","63","1"
"6085","44","6","40","10","40","10","40","10","39","11","38","12","241","59","0"
"6086","46","4","44","6","35","15","42","8","40","10","34","16","241","59","1"
"6087","44","6","41","9","38","12","44","6","38","12","39","11","244","56","0"
"6088","44","6","44","6","36","14","44","6","38","12","33","17","239","61","1"
"6089","45","5","40","10","36","14","46","4","39","11","34","16","240","60","1"
"6090","45","5","44","6","35","15","44","6","38","12","34","16","240","60","1"
"6091","44","6","43","7","40","10","46","4","38","12","38","12","249","51","0"
"6092","42","8","44","6","35","15","46","4","42","8","38","12","247","53","1"
"6093","46","4","40","10","40","10","44","6","38","12","34","16","242","58","1"
"6094","44","6","42","8","36","14","45","5","38","12","39","11","244","56","1"
"6095","44","6","42","8","38","12","46","4","36","14","36","14","242","58","1"
"6096","47","3","38","12","40","10","44","6","40","10","33","17","242","58","1"
"6097","42","8","38","12","36","14","44","6","40","10","36","14","236","64","1"
"6098","46","4","40","10","40","10","45","5","38","12","36","14","245","55","1"
"6099","46","4","39","11","36","14","40","10","41","9","34","16","236","64","1"
"6100","46","4","41","9","40","10","43","7","37","13","39","11","246","54","1"
"6101","42","8","40","10","35","15","45","5","42","8","37","13","241","59","1"
"6102","41","9","43","7","38","12","42","8","40","10","33","17","237","63","1"
"6103","41","9","40","10","36","14","46","4","36","14","36","14","235","65","1"
"6104","42","8","38","12","36","14","42","8","37","13","34","16","229","71","1"
"6105","46","4","44","6","40","10","44","6","40","10","34","16","248","52","1"
"6106","43","7","42","8","36","14","46","4","40","10","36","14","243","57","1"
"6107","41","9","38","12","40","10","44","6","38","12","38","12","239","61","0"
"6108","44","6","40","10","36","14","44","6","38","12","38","12","240","60","1"
"6109","45","5","44","6","37","13","41","9","42","8","38","12","247","53","1"
"6110","41","9","40","10","38","12","42","8","40","10","36","14","237","63","1"
"6111","46","4","40","10","40","10","45","5","42","8","38","12","251","49","0"
"6112","42","8","40","10","38","12","44","6","37","13","33","17","234","66","1"
"6113","44","6","40","10","40","10","46","4","38","12","36","14","244","56","1"
"6114","46","4","42","8","37","13","42","8","39","11","38","12","244","56","1"
"6115","47","3","43","7","40","10","42","8","41","9","38","12","251","49","0"
"6116","44","6","41","9","40","10","44","6","40","10","36","14","245","55","1"
"6117","42","8","41","9","38","12","42","8","40","10","38","12","241","59","0"
"6118","44","6","42","8","40","10","46","4","38","12","34","16","244","56","1"
"6119","46","4","38","12","36","14","44","6","36","14","39","11","239","61","1"
"6120","42","8","42","8","40","10","44","6","37","13","36","14","241","59","1"
"6121","42","8","38","12","37","13","46","4","39","11","34","16","236","64","1"
"6122","47","3","40","10","40","10","41","9","41","9","33","17","242","58","1"
"6123","43","7","40","10","35","15","44","6","37","13","39","11","238","62","1"
"6124","42","8","40","10","40","10","44","6","40","10","37","13","243","57","1"
"6125","42","8","40","10","40","10","43","7","37","13","35","15","237","63","1"
"6126","41","9","43","7","37","13","44","6","42","8","34","16","241","59","1"
"6127","47","3","38","12","41","9","46","4","37","13","35","15","244","56","1"
"6128","44","6","42","8","38","12","45","5","38","12","34","16","241","59","1"
"6129","44","6","44","6","37","13","42","8","36","14","34","16","237","63","1"
"6130","42","8","44","6","36","14","44","6","42","8","36","14","244","56","1"
"6131","44","6","42","8","38","12","46","4","38","12","38","12","246","54","0"
"6132","43","7","39","11","35","15","42","8","40","10","38","12","237","63","1"
"6133","46","4","38","12","40","10","44","6","39","11","38","12","245","55","0"
"6134","47","3","44","6","36","14","40","10","36","14","38","12","241","59","1"
"6135","44","6","42","8","36","14","44","6","38","12","38","12","242","58","1"
"6136","46","4","42","8","36","14","42","8","41","9","34","16","241","59","1"
"6137","46","4","38","12","36","14","44","6","40","10","33","17","237","63","1"
"6138","43","7","42","8","38","12","42","8","41","9","36","14","242","58","1"
"6139","43","7","44","6","38","12","45","5","38","12","37","13","245","55","1"
"6140","47","3","41","9","40","10","42","8","37","13","34","16","241","59","1"
"6141","46","4","39","11","41","9","46","4","42","8","34","16","248","52","1"
"6142","44","6","42","8","38","12","46","4","37","13","38","12","245","55","1"
"6143","44","6","44","6","38","12","46","4","40","10","34","16","246","54","1"
"6144","41","9","40","10","41","9","46","4","42","8","38","12","248","52","0"
"6145","46","4","40","10","40","10","46","4","38","12","38","12","248","52","0"
"6146","43","7","39","11","36","14","40","10","40","10","36","14","234","66","1"
"6147","42","8","44","6","36","14","45","5","37","13","38","12","242","58","1"
"6148","42","8","42","8","39","11","44","6","39","11","34","16","240","60","1"
"6149","41","9","39","11","38","12","40","10","38","12","36","14","232","68","1"
"6150","44","6","42","8","40","10","40","10","40","10","34","16","240","60","1"
"6151","44","6","41","9","40","10","41","9","38","12","36","14","240","60","1"
"6152","42","8","39","11","35","15","46","4","37","13","34","16","233","67","1"
"6153","43","7","42","8","40","10","46","4","39","11","36","14","246","54","1"
"6154","46","4","38","12","36","14","46","4","37","13","36","14","239","61","1"
"6155","44","6","41","9","40","10","42","8","41","9","36","14","244","56","1"
"6156","42","8","42","8","36","14","44","6","40","10","36","14","240","60","1"
"6157","46","4","42","8","40","10","42","8","42","8","36","14","248","52","1"
"6158","47","3","44","6","40","10","44","6","36","14","34","16","245","55","1"
"6159","44","6","42","8","38","12","46","4","37","13","38","12","245","55","1"
"6160","42","8","44","6","41","9","44","6","42","8","36","14","249","51","1"
"6161","45","5","40","10","38","12","46","4","40","10","36","14","245","55","1"
"6162","43","7","40","10","37","13","46","4","40","10","34","16","240","60","1"
"6163","45","5","42","8","39","11","40","10","37","13","35","15","238","62","1"
"6164","44","6","40","10","36","14","44","6","39","11","33","17","236","64","1"
"6165","46","4","43","7","35","15","41","9","40","10","38","12","243","57","1"
"6166","44","6","38","12","36","14","41","9","38","12","35","15","232","68","1"
"6167","46","4","39","11","37","13","44","6","40","10","38","12","244","56","1"
"6168","44","6","42","8","38","12","40","10","40","10","34","16","238","62","1"
"6169","42","8","40","10","40","10","43","7","40","10","34","16","239","61","1"
"6170","46","4","39","11","35","15","45","5","40","10","39","11","244","56","1"
"6171","45","5","44","6","38","12","43","7","37","13","36","14","243","57","1"
"6172","42","8","42","8","38","12","44","6","42","8","34","16","242","58","1"
"6173","46","4","42","8","36","14","46","4","40","10","36","14","246","54","1"
"6174","42","8","38","12","40","10","42","8","42","8","34","16","238","62","1"
"6175","42","8","38","12","40","10","42","8","37","13","38","12","237","63","1"
"6176","46","4","43","7","41","9","46","4","38","12","33","17","247","53","1"
"6177","44","6","38","12","41","9","41","9","40","10","36","14","240","60","1"
"6178","46","4","42","8","40","10","42","8","38","12","36","14","244","56","1"
"6179","42","8","38","12","36","14","42","8","40","10","34","16","232","68","1"
"6180","44","6","38","12","39","11","46","4","39","11","35","15","241","59","1"
"6181","41","9","42","8","36","14","45","5","40","10","38","12","242","58","1"
"6182","44","6","44","6","36","14","46","4","38","12","37","13","245","55","1"
"6183","43","7","41","9","39","11","40","10","38","12","34","16","235","65","1"
"6184","44","6","40","10","39","11","40","10","42","8","35","15","240","60","1"
"6185","44","6","42","8","35","15","42","8","38","12","38","12","239","61","1"
